,Origen,Destino,Numero de Vuelo,Salida,Llegada
968,44 Min,Toronto Pearson Airport (YYZ),Delay,1940,18:43
969,Fort Mcmurray [YMM],Toronto Pearson Airport (YYZ),LO 4122,13:15,18:43
970,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),AC 144,13:10,18:44
971,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),LH 6696,13:10,18:44
972,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),LX 4679,13:10,18:44
973,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),OS 8258,13:10,18:44
974,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),TK 9139,13:10,18:44
975,Mexico City [MEX],Toronto Pearson Airport (YYZ),AC 990,12:43,18:38
976,Cancun [CUN],Toronto Pearson Airport (YYZ),WS 2581,14:05,18:45
977,Minneapolis [MSP],Toronto Pearson Airport (YYZ),AC 8720,16:13,
978,Minneapolis [MSP],Toronto Pearson Airport (YYZ),QK 720,16:00,19:00
979,Minneapolis [MSP],Toronto Pearson Airport (YYZ),LH 6749,16:00,
980,Minneapolis [MSP],Toronto Pearson Airport (YYZ),TK 8665,16:00,
981,Minneapolis [MSP],Toronto Pearson Airport (YYZ),UA 8026,16:00,
982,Charlotte [CLT],Toronto Pearson Airport (YYZ),AA 5030,17:27,18:55
983,Fredericton [YFC],Toronto Pearson Airport (YYZ),AC 1529,18:24,19:01
984,San Diego [SAN],Toronto Pearson Airport (YYZ),AC 1092,11:41,
985,San Diego [SAN],Toronto Pearson Airport (YYZ),UA 8498,11:41,
986,San Diego [SAN],Toronto Pearson Airport (YYZ),TK 8673,11:41,
987,Ottawa [YOW],Toronto Pearson Airport (YYZ),AC 463,18:00,18:58
988,Ottawa [YOW],Toronto Pearson Airport (YYZ),LH 6667,18:00,18:58
989,Ottawa [YOW],Toronto Pearson Airport (YYZ),LX 4680,18:00,18:58
990,Ottawa [YOW],Toronto Pearson Airport (YYZ),OS 8378,18:00,18:58
991,Ottawa [YOW],Toronto Pearson Airport (YYZ),TK 8715,18:00,18:58
992,Los Angeles [LAX],Toronto Pearson Airport (YYZ),AC 788,12:12,19:22
993,13 Min,Toronto Pearson Airport (YYZ),Delay,8328,19:22
994,13 Min,Toronto Pearson Airport (YYZ),Delay,AC788,19:22
995,13 Min,Toronto Pearson Airport (YYZ),Delay,AC788,19:04
996,Reykjavik [KEF],Toronto Pearson Airport (YYZ),TK 9619,17:05,19:04
997,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),PD 356,13:25,19:13
998,Higuey [PUJ],Toronto Pearson Airport (YYZ),TS 2187,14:45,19:03
999,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),TS 7956,13:25,19:13
1000,Victoria [YYJ],Toronto Pearson Airport (YYZ),AC 1900,11:50,19:23
1001,7 Min,Toronto Pearson Airport (YYZ),Delay,6803,19:23
1002,7 Min,Toronto Pearson Airport (YYZ),Delay,AC1900,19:23
1003,7 Min,Toronto Pearson Airport (YYZ),Delay,AC1900,19:17
1004,Chicago [ORD],Toronto Pearson Airport (YYZ),UA 5542,16:49,18:59
1005,Chicago [ORD],Toronto Pearson Airport (YYZ),NZ 9862,16:49,18:59
1006,Chicago [ORD],Toronto Pearson Airport (YYZ),NH 7014,16:49,18:59
1007,Chicago [ORD],Toronto Pearson Airport (YYZ),EI 6437,16:49,18:59
1008,Chicago [ORD],Toronto Pearson Airport (YYZ),CM 2815,16:49,18:59
1009,Chicago [ORD],Toronto Pearson Airport (YYZ),AC 5014,16:49,18:59
1010,Montreal [YUL],Toronto Pearson Airport (YYZ),AC 423,17:58,19:09
1011,Montreal [YUL],Toronto Pearson Airport (YYZ),EY 3429,18:00,19:09
1012,Montreal [YUL],Toronto Pearson Airport (YYZ),LH 6710,18:00,19:09
1013,Montreal [YUL],Toronto Pearson Airport (YYZ),LX 4654,18:00,19:09
1014,Montreal [YUL],Toronto Pearson Airport (YYZ),OS 8254,18:00,19:09
1015,Montreal [YUL],Toronto Pearson Airport (YYZ),TK 8691,18:00,19:09
1016,Atlanta [ATL],Toronto Pearson Airport (YYZ),AC 8954,17:32,
1017,Atlanta [ATL],Toronto Pearson Airport (YYZ),QK 954,17:32,19:25
1018,Atlanta [ATL],Toronto Pearson Airport (YYZ),UA 8109,17:15,
1019,Atlanta [ATL],Toronto Pearson Airport (YYZ),TP 8062,17:15,
1020,Atlanta [ATL],Toronto Pearson Airport (YYZ),TK 8647,17:15,
1021,Teterboro [TEB],Toronto Pearson Airport (YYZ),FE X202,18:23,19:25
1022,San Francisco [SFO],Toronto Pearson Airport (YYZ),AC 740,11:45,19:14
1023,Las Vegas [LAS],Toronto Pearson Airport (YYZ),WS 1117,12:21,19:19
1024,Las Vegas [LAS],Toronto Pearson Airport (YYZ),AF 3002,12:21,19:19
1025,Las Vegas [LAS],Toronto Pearson Airport (YYZ),DL 7163,12:21,19:19
1026,San Francisco [SFO],Toronto Pearson Airport (YYZ),UA 8292,11:45,19:14
1027,San Francisco [SFO],Toronto Pearson Airport (YYZ),TK 8681,11:45,19:14
1028,San Francisco [SFO],Toronto Pearson Airport (YYZ),SQ 1018,11:45,19:14
1029,San Francisco [SFO],Toronto Pearson Airport (YYZ),OS 8216,11:45,19:14
1030,San Francisco [SFO],Toronto Pearson Airport (YYZ),NZ 4724,11:45,19:14
1031,Windsor [YQG],Toronto Pearson Airport (YYZ),QK 362,18:40,19:28
1032,Baltimore [BWI],Toronto Pearson Airport (YYZ),QK 683,18:25,19:29
1033,1 Min,Toronto Pearson Airport (YYZ),Delay,8683,
1034,Nantucket [ACK],Toronto Pearson Airport (YYZ),HR T168,18:00,19:29
1035,Baltimore [BWI],Toronto Pearson Airport (YYZ),TK 8649,18:05,
1036,Baltimore [BWI],Toronto Pearson Airport (YYZ),UA 8131,18:05,
1037,"Ponta Delgada, Azores [PDL]",Toronto Pearson Airport (YYZ),S4 323,16:50,18:59
1038,Seoul [ICN],Toronto Pearson Airport (YYZ),AC 62,21:02,20:40
1039,1:10,Toronto Pearson Airport (YYZ),Delay,6114,20:46
1040,1:16,Toronto Pearson Airport (YYZ),Delay,AC62,18:59
1041,"Ponta Delgada, Azores [PDL]",Toronto Pearson Airport (YYZ),TP 6573,16:50,18:59
1042,Windsor [YQG],Toronto Pearson Airport (YYZ),AC 8362,18:40,
1043,Windsor [YQG],Toronto Pearson Airport (YYZ),LH 6597,18:30,
1044,Windsor [YQG],Toronto Pearson Airport (YYZ),LX 4649,18:30,
1045,"Sydney, NS [YQY]",Toronto Pearson Airport (YYZ),AC 1579,17:55,19:25
1046,Frankfurt [FRA],Toronto Pearson Airport (YYZ),AC 843,17:16,18:56
1047,Frankfurt [FRA],Toronto Pearson Airport (YYZ),A3 3053,17:16,18:56
1048,Frankfurt [FRA],Toronto Pearson Airport (YYZ),LH 6780,17:16,18:56
1049,Frankfurt [FRA],Toronto Pearson Airport (YYZ),MS 9609,17:16,18:56
1050,Frankfurt [FRA],Toronto Pearson Airport (YYZ),OS 8203,17:16,18:56
1051,Frankfurt [FRA],Toronto Pearson Airport (YYZ),UA 8593,17:16,18:56
1052,Frankfurt [FRA],Toronto Pearson Airport (YYZ),OU 5916,17:16,18:56
1053,Las Vegas [LAS],Toronto Pearson Airport (YYZ),AC 1700,13:11,20:06
1054,31 Min,Toronto Pearson Airport (YYZ),Delay,617,19:31
1055,"Halifax, NS [YHZ]",Toronto Pearson Airport (YYZ),EY 3428,18:10,19:31
1056,"Halifax, NS [YHZ]",Toronto Pearson Airport (YYZ),LH 6665,18:10,19:31
1057,"Halifax, NS [YHZ]",Toronto Pearson Airport (YYZ),LO 4160,18:10,19:31
1058,"Halifax, NS [YHZ]",Toronto Pearson Airport (YYZ),LX 4647,18:10,19:31
1059,"Halifax, NS [YHZ]",Toronto Pearson Airport (YYZ),TP 8285,18:10,19:31
1060,Los Angeles [LAX],Toronto Pearson Airport (YYZ),N2 40CX,13:00,19:42
1061,Seattle [SEA],Toronto Pearson Airport (YYZ),AC 542,12:37,
1062,Seattle [SEA],Toronto Pearson Airport (YYZ),SN 9739,12:37,
1063,Seattle [SEA],Toronto Pearson Airport (YYZ),TK 8677,12:37,
1064,Seattle [SEA],Toronto Pearson Airport (YYZ),UA 8031,12:37,
1065,Charlottetown [YYG],Toronto Pearson Airport (YYZ),AC 1545,18:15,19:11
1066,Pittsburgh [PIT],Toronto Pearson Airport (YYZ),AC 8926,18:48,
1067,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),WS 884,14:00,19:55
1068,10 Min,Toronto Pearson Airport (YYZ),Delay,926,19:45
1069,Pittsburgh [PIT],Toronto Pearson Airport (YYZ),TK 8669,18:35,
1070,Pittsburgh [PIT],Toronto Pearson Airport (YYZ),UA 8030,18:35,
1075,"Edmonton, AB [YEG]",Toronto Pearson Airport (YYZ),LH 6681,14:05,19:43
1076,"Edmonton, AB [YEG]",Toronto Pearson Airport (YYZ),LO 4116,14:05,19:43
1077,"Edmonton, AB [YEG]",Toronto Pearson Airport (YYZ),OS 8226,14:05,19:43
1078,"Edmonton, AB [YEG]",Toronto Pearson Airport (YYZ),TP 8000,14:05,19:43
1079,Amsterdam [AMS],Toronto Pearson Airport (YYZ),KL 695,18:19,19:35
1080,Amsterdam [AMS],Toronto Pearson Airport (YYZ),AF 8265,18:19,19:35
1081,Amsterdam [AMS],Toronto Pearson Airport (YYZ),DL 9177,18:19,19:35
1082,Amsterdam [AMS],Toronto Pearson Airport (YYZ),VS 6865,18:19,19:35
1083,New Philadelphia [PHL],Toronto Pearson Airport (YYZ),1I 416,18:21,19:52
1085,New York [LGA],Toronto Pearson Airport (YYZ),UA 8237,18:15,19:42
1086,London [LHR],Toronto Pearson Airport (YYZ),BA 99,18:48,20:45
1087,50 Min,Toronto Pearson Airport (YYZ),Delay,5999,20:45
1088,50 Min,Toronto Pearson Airport (YYZ),Delay,IsCodeshared,20:45
1089,50 Min,Toronto Pearson Airport (YYZ),Delay,IsCodeshared,20:45
1090,50 Min,Toronto Pearson Airport (YYZ),Delay,IsCodeshared,20:45
1091,50 Min,Toronto Pearson Airport (YYZ),Delay,IsCodeshared,20:45
1092,50 Min,Toronto Pearson Airport (YYZ),Delay,IsCodeshared,19:48
1093,Ottawa [YOW],Toronto Pearson Airport (YYZ),TS 7974,18:50,19:48
1094,Los Angeles [LAX],Toronto Pearson Airport (YYZ),AC 790,12:15,19:53
1095,Los Angeles [LAX],Toronto Pearson Airport (YYZ),NZ 4742,12:15,19:53
1096,Los Angeles [LAX],Toronto Pearson Airport (YYZ),UA 8322,12:15,19:53
1097,Richmond [YVR],Toronto Pearson Airport (YYZ),AC 2110,12:35,T1D39
1098,Richmond [YVR],Toronto Pearson Airport (YYZ),AC 2112,12:35,20:05
1099,7 Min,Toronto Pearson Airport (YYZ),Delay,110,T1D24
1100,Richmond [YVR],Toronto Pearson Airport (YYZ),LH 6701,12:35,CANCELLED
1101,Richmond [YVR],Toronto Pearson Airport (YYZ),OS 8262,12:35,CANCELLED
1102,Newark [EWR],Toronto Pearson Airport (YYZ),UA 3504,18:03,19:20
1103,Newark [EWR],Toronto Pearson Airport (YYZ),SK 3978,18:03,19:20
1104,Newark [EWR],Toronto Pearson Airport (YYZ),AC 3259,18:03,19:20
1105,London [YXU],Toronto Pearson Airport (YYZ),QK 264,19:22,19:59
1106,Mexico City [MEX],Toronto Pearson Airport (YYZ),AC 990,12:43,18:38
1107,Cancun [CUN],Toronto Pearson Airport (YYZ),WS 2581,14:05,18:45
1108,Minneapolis [MSP],Toronto Pearson Airport (YYZ),AC 8720,16:13,
1109,Minneapolis [MSP],Toronto Pearson Airport (YYZ),QK 720,16:00,19:00
1110,Minneapolis [MSP],Toronto Pearson Airport (YYZ),LH 6749,16:00,
1111,Minneapolis [MSP],Toronto Pearson Airport (YYZ),TK 8665,16:00,
1112,Minneapolis [MSP],Toronto Pearson Airport (YYZ),UA 8026,16:00,
1113,Charlotte [CLT],Toronto Pearson Airport (YYZ),AA 5030,17:27,18:55
1114,Fredericton [YFC],Toronto Pearson Airport (YYZ),AC 1529,18:24,19:01
1115,San Diego [SAN],Toronto Pearson Airport (YYZ),AC 1092,11:41,
1116,San Diego [SAN],Toronto Pearson Airport (YYZ),UA 8498,11:41,
1117,San Diego [SAN],Toronto Pearson Airport (YYZ),TK 8673,11:41,
1118,Ottawa [YOW],Toronto Pearson Airport (YYZ),AC 463,18:00,18:58
1119,Ottawa [YOW],Toronto Pearson Airport (YYZ),LH 6667,18:00,18:58
1120,Ottawa [YOW],Toronto Pearson Airport (YYZ),LX 4680,18:00,18:58
1121,Ottawa [YOW],Toronto Pearson Airport (YYZ),OS 8378,18:00,18:58
1122,Ottawa [YOW],Toronto Pearson Airport (YYZ),TK 8715,18:00,18:58
1123,Los Angeles [LAX],Toronto Pearson Airport (YYZ),AC 788,12:12,19:22
1124,New York [JFK],Miami Airport (MIA),G3 6416,18:30,21:14
1125,New York [JFK],Miami Airport (MIA),B6 4036,18:30,21:14
1126,Birmingham [BHM],Miami Airport (MIA),AA 3498,18:45,
1127,Reykjavik [KEF],Toronto Pearson Airport (YYZ),TK 9619,17:05,19:04
1128,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),PD 356,13:25,19:13
1129,Higuey [PUJ],Toronto Pearson Airport (YYZ),TS 2187,14:45,19:03
1130,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),TS 7956,13:25,19:13
1131,Victoria [YYJ],Toronto Pearson Airport (YYZ),AC 1900,11:50,19:23
1132,Dallas [DFW],Miami Airport (MIA),AA 1237,18:03,
1133,Dallas [DFW],Miami Airport (MIA),QR 7796,18:03,
1134,Dallas [DFW],Miami Airport (MIA),QF 4585,18:03,
1135,Chicago [ORD],Toronto Pearson Airport (YYZ),UA 5542,16:49,18:59
1136,Chicago [ORD],Toronto Pearson Airport (YYZ),NZ 9862,16:49,18:59
1137,Chicago [ORD],Toronto Pearson Airport (YYZ),NH 7014,16:49,18:59
1138,Chicago [ORD],Toronto Pearson Airport (YYZ),EI 6437,16:49,18:59
1139,Chicago [ORD],Toronto Pearson Airport (YYZ),CM 2815,16:49,18:59
1140,Chicago [ORD],Toronto Pearson Airport (YYZ),AC 5014,16:49,18:59
1141,Montreal [YUL],Toronto Pearson Airport (YYZ),AC 423,17:58,19:09
1142,Montreal [YUL],Toronto Pearson Airport (YYZ),EY 3429,18:00,19:09
1143,Montreal [YUL],Toronto Pearson Airport (YYZ),LH 6710,18:00,19:09
1144,Montreal [YUL],Toronto Pearson Airport (YYZ),LX 4654,18:00,19:09
1145,Montreal [YUL],Toronto Pearson Airport (YYZ),OS 8254,18:00,19:09
1146,Montreal [YUL],Toronto Pearson Airport (YYZ),TK 8691,18:00,19:09
1147,Atlanta [ATL],Toronto Pearson Airport (YYZ),AC 8954,17:32,
1148,Atlanta [ATL],Toronto Pearson Airport (YYZ),QK 954,17:32,19:25
1149,Atlanta [ATL],Toronto Pearson Airport (YYZ),UA 8109,17:15,
1150,Atlanta [ATL],Toronto Pearson Airport (YYZ),TP 8062,17:15,
1151,Atlanta [ATL],Toronto Pearson Airport (YYZ),TK 8647,17:15,
1152,Teterboro [TEB],Toronto Pearson Airport (YYZ),FE X202,18:23,19:25
1153,San Francisco [SFO],Toronto Pearson Airport (YYZ),AC 740,11:45,19:14
1154,Las Vegas [LAS],Toronto Pearson Airport (YYZ),WS 1117,12:21,19:19
1155,Las Vegas [LAS],Toronto Pearson Airport (YYZ),AF 3002,12:21,19:19
1156,Las Vegas [LAS],Toronto Pearson Airport (YYZ),DL 7163,12:21,19:19
1157,San Francisco [SFO],Toronto Pearson Airport (YYZ),UA 8292,11:45,19:14
1158,San Francisco [SFO],Toronto Pearson Airport (YYZ),TK 8681,11:45,19:14
1159,San Francisco [SFO],Toronto Pearson Airport (YYZ),SQ 1018,11:45,19:14
1160,San Francisco [SFO],Toronto Pearson Airport (YYZ),OS 8216,11:45,19:14
1161,San Francisco [SFO],Toronto Pearson Airport (YYZ),NZ 4724,11:45,19:14
1162,Windsor [YQG],Toronto Pearson Airport (YYZ),QK 362,18:40,19:28
1163,Baltimore [BWI],Toronto Pearson Airport (YYZ),QK 683,18:25,19:29
1164,4 Min,Miami Airport (MIA),Delay,DL1589,23:04
1165,Nantucket [ACK],Toronto Pearson Airport (YYZ),HR T168,18:00,19:29
1166,Baltimore [BWI],Toronto Pearson Airport (YYZ),TK 8649,18:05,
1167,Baltimore [BWI],Toronto Pearson Airport (YYZ),UA 8131,18:05,
1168,"Ponta Delgada, Azores [PDL]",Toronto Pearson Airport (YYZ),S4 323,16:50,18:59
1169,Seoul [ICN],Toronto Pearson Airport (YYZ),AC 62,21:02,20:40
1170,4 Min,Miami Airport (MIA),Delay,DL1589,22:37
1171,Chicago [ORD],Miami Airport (MIA),AS 4353,19:07,22:37
1175,Windsor [YQG],Toronto Pearson Airport (YYZ),LX 4649,18:30,
1176,"Sydney, NS [YQY]",Toronto Pearson Airport (YYZ),AC 1579,17:55,19:25
1177,Frankfurt [FRA],Toronto Pearson Airport (YYZ),AC 843,17:16,18:56
1178,Frankfurt [FRA],Toronto Pearson Airport (YYZ),A3 3053,17:16,18:56
1179,Frankfurt [FRA],Toronto Pearson Airport (YYZ),LH 6780,17:16,18:56
1180,Frankfurt [FRA],Toronto Pearson Airport (YYZ),MS 9609,17:16,18:56
1181,Frankfurt [FRA],Toronto Pearson Airport (YYZ),OS 8203,17:16,18:56
1182,Frankfurt [FRA],Toronto Pearson Airport (YYZ),UA 8593,17:16,18:56
1183,Frankfurt [FRA],Toronto Pearson Airport (YYZ),OU 5916,17:16,18:56
1184,Las Vegas [LAS],Toronto Pearson Airport (YYZ),AC 1700,13:11,20:06
1185,Nashville [BNA],Miami Airport (MIA),NK 3122,19:49,23:09
1186,"Halifax, NS [YHZ]",Toronto Pearson Airport (YYZ),EY 3428,18:10,19:31
1187,"Halifax, NS [YHZ]",Toronto Pearson Airport (YYZ),LH 6665,18:10,19:31
1188,"Halifax, NS [YHZ]",Toronto Pearson Airport (YYZ),LO 4160,18:10,19:31
1189,"Halifax, NS [YHZ]",Toronto Pearson Airport (YYZ),LX 4647,18:10,19:31
1190,"Halifax, NS [YHZ]",Toronto Pearson Airport (YYZ),TP 8285,18:10,19:31
1191,Los Angeles [LAX],Toronto Pearson Airport (YYZ),N2 40CX,13:00,19:42
1192,Seattle [SEA],Toronto Pearson Airport (YYZ),AC 542,12:37,
1193,Seattle [SEA],Toronto Pearson Airport (YYZ),SN 9739,12:37,
1194,Seattle [SEA],Toronto Pearson Airport (YYZ),TK 8677,12:37,
1195,Seattle [SEA],Toronto Pearson Airport (YYZ),UA 8031,12:37,
1198,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),WS 884,14:00,19:55
1199,Mexico City [MEX],Miami Airport (MIA),AR 7445,18:05,23:15
1200,Pittsburgh [PIT],Toronto Pearson Airport (YYZ),TK 8669,18:35,
1201,Pittsburgh [PIT],Toronto Pearson Airport (YYZ),UA 8030,18:35,
1202,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),AF 3003,14:00,19:55
1203,Phoenix [PHX],Miami Airport (MIA),AA 2054,16:30,23:18
1204,Chicago [ORD],Miami Airport (MIA),AC 3382,20:17,23:44
1205,Chicago [ORD],Miami Airport (MIA),CM 2263,20:17,23:44
1206,"Edmonton, AB [YEG]",Toronto Pearson Airport (YYZ),LH 6681,14:05,19:43
1207,"Edmonton, AB [YEG]",Toronto Pearson Airport (YYZ),LO 4116,14:05,19:43
1208,"Edmonton, AB [YEG]",Toronto Pearson Airport (YYZ),OS 8226,14:05,19:43
1209,"Edmonton, AB [YEG]",Toronto Pearson Airport (YYZ),TP 8000,14:05,19:43
1210,Amsterdam [AMS],Toronto Pearson Airport (YYZ),KL 695,18:19,19:35
1211,Amsterdam [AMS],Toronto Pearson Airport (YYZ),AF 8265,18:19,19:35
1212,Amsterdam [AMS],Toronto Pearson Airport (YYZ),DL 9177,18:19,19:35
1213,Amsterdam [AMS],Toronto Pearson Airport (YYZ),VS 6865,18:19,19:35
1214,New Philadelphia [PHL],Toronto Pearson Airport (YYZ),1I 416,18:21,19:52
1215,New York [LGA],Toronto Pearson Airport (YYZ),AC 723,18:15,19:42
1216,New York [LGA],Toronto Pearson Airport (YYZ),UA 8237,18:15,19:42
1217,London [LHR],Toronto Pearson Airport (YYZ),BA 99,18:48,20:45
1218,Ciudad del Carmen [CME],Mexico City Benito Juarez Airport (MEX),JL 8221,19:32,
1219,Aguascalientes [AGU],Mexico City Benito Juarez Airport (MEX),AM 2585,20:04,
1220,Aguascalientes [AGU],Mexico City Benito Juarez Airport (MEX),UX 2478,20:04,
1221,Veracruz [VER],Mexico City Benito Juarez Airport (MEX),AM 863,20:10,
1222,Fayetteville [XNA],Dallas Fort Worth Airport (DFW),MQ 3540,14:22,15:11
1223,Denver City [DEN],Dallas Fort Worth Airport (DFW),AA 2579,12:09,14:42
1224,Ottawa [YOW],Toronto Pearson Airport (YYZ),TS 7974,18:50,19:48
1225,Los Angeles [LAX],Toronto Pearson Airport (YYZ),AC 790,12:15,19:53
1226,Los Angeles [LAX],Toronto Pearson Airport (YYZ),NZ 4742,12:15,19:53
1227,Los Angeles [LAX],Toronto Pearson Airport (YYZ),UA 8322,12:15,19:53
1228,Richmond [YVR],Toronto Pearson Airport (YYZ),AC 2110,12:35,T1D39
1229,Richmond [YVR],Toronto Pearson Airport (YYZ),AC 2112,12:35,20:05
1230,Denver City [DEN],San Francisco Airport (SFO),VA 8354,13:50,15:10
1231,Richmond [YVR],Toronto Pearson Airport (YYZ),LH 6701,12:35,CANCELLED
1232,Richmond [YVR],Toronto Pearson Airport (YYZ),OS 8262,12:35,CANCELLED
1233,Newark [EWR],Toronto Pearson Airport (YYZ),UA 3504,18:03,19:20
1234,Newark [EWR],Toronto Pearson Airport (YYZ),SK 3978,18:03,19:20
1235,Newark [EWR],Toronto Pearson Airport (YYZ),AC 3259,18:03,19:20
1236,London [YXU],Toronto Pearson Airport (YYZ),QK 264,19:22,19:59
1237,Lisbon [LIS],Toronto Pearson Airport (YYZ),TP 259,17:53,20:10
1238,Ottawa [YOW],Toronto Pearson Airport (YYZ),AC 467,20:37,21:18
1239,18 Min,Toronto Pearson Airport (YYZ),Delay,1607,21:16
1240,16 Min,Toronto Pearson Airport (YYZ),Delay,AC467,21:16
1241,16 Min,Toronto Pearson Airport (YYZ),Delay,AC467,21:16
1242,16 Min,Toronto Pearson Airport (YYZ),Delay,AC467,20:42
1243,"Edmonton, AB [YEG]",Toronto Pearson Airport (YYZ),KL 9681,15:15,20:42
1244,"Edmonton, AB [YEG]",Toronto Pearson Airport (YYZ),WS 434,15:15,20:42
1245,Columbus [CMH],Toronto Pearson Airport (YYZ),PH X303,20:05,21:02
1246,2 Min,Toronto Pearson Airport (YYZ),Delay,951,20:40
1247,New York [LGA],Toronto Pearson Airport (YYZ),AC 725,20:17,21:19
1248,12 Min,Toronto Pearson Airport (YYZ),Delay,8239,21:16
1249,9 Min,Toronto Pearson Airport (YYZ),Delay,AC725,21:09
1250,Paris [CDG],Toronto Pearson Airport (YYZ),AF 386,19:25,20:26
1251,Paris [CDG],Toronto Pearson Airport (YYZ),DL 8634,19:25,20:27
1252,Paris [CDG],Toronto Pearson Airport (YYZ),KL 2036,19:25,20:27
1253,Paris [CDG],Toronto Pearson Airport (YYZ),ME 4358,19:25,20:27
1254,Paris [CDG],Toronto Pearson Airport (YYZ),VS 6800,19:25,20:27
1255,"Regina, Saskatchewan [YQR]",Toronto Pearson Airport (YYZ),AC 1926,16:20,21:00
1256,Winnipeg [YWG],Toronto Pearson Airport (YYZ),F8 644,17:45,20:56
1257,Richmond [YVR],Toronto Pearson Airport (YYZ),PD 306,13:45,21:21
1258,6 Min,Toronto Pearson Airport (YYZ),Delay,7906,21:16
1259,1 Min,Toronto Pearson Airport (YYZ),Delay,PD306,
1260,Québec City [YQB],Toronto Pearson Airport (YYZ),LO 4152,19:45,
1261,Québec City [YQB],Toronto Pearson Airport (YYZ),UA 8259,19:45,
1262,Chicago [ORD],Toronto Pearson Airport (YYZ),UA 1542,19:28,21:34
1263,11 Min,Toronto Pearson Airport (YYZ),Delay,118,21:59
1264,36 Min,Toronto Pearson Airport (YYZ),Delay,4994,
1265,Chicago [ORD],Toronto Pearson Airport (YYZ),CM 2816,19:26,
1266,Chicago [ORD],Toronto Pearson Airport (YYZ),EI 6438,19:26,
1267,Chicago [ORD],Toronto Pearson Airport (YYZ),NH 7382,19:26,
1268,Chicago [ORD],Toronto Pearson Airport (YYZ),NZ 9864,19:26,
1269,Richmond [YVR],Toronto Pearson Airport (YYZ),LO 4102,14:00,21:46
1270,23 Min,Toronto Pearson Airport (YYZ),Delay,AC118,21:46
1271,23 Min,Toronto Pearson Airport (YYZ),Delay,AC118,21:46
1272,23 Min,Toronto Pearson Airport (YYZ),Delay,AC118,21:04
1273,Boston [BOS],Toronto Pearson Airport (YYZ),AC 773,20:32,
1274,Boston [BOS],Toronto Pearson Airport (YYZ),SK 3895,19:40,
1275,Boston [BOS],Toronto Pearson Airport (YYZ),UA 8471,19:40,
1276,Guangzhou [CAN],Toronto Pearson Airport (YYZ),CZ 311,19:05,21:30
1277,Saskatoon [YXE],Toronto Pearson Airport (YYZ),LO 4128,16:20,21:04
1278,Victoria [YYJ],Toronto Pearson Airport (YYZ),PD 442,14:00,21:57
1279,26 Min,Toronto Pearson Airport (YYZ),Delay,7940,21:57
1280,26 Min,Toronto Pearson Airport (YYZ),Delay,PD442,
1281,Montreal [YUL],Toronto Pearson Airport (YYZ),AD 7807,20:10,
1282,Montreal [YUL],Toronto Pearson Airport (YYZ),BR 3089,20:10,
1283,Montreal [YUL],Toronto Pearson Airport (YYZ),G3 6801,20:10,
1284,Montreal [YUL],Toronto Pearson Airport (YYZ),LH 6668,20:10,
1285,Montreal [YUL],Toronto Pearson Airport (YYZ),LO 4150,20:10,
1286,Montreal [YUL],Toronto Pearson Airport (YYZ),OS 8397,20:10,
1287,New York [JFK],Toronto Pearson Airport (YYZ),AA 4355,19:50,
1288,Aruba [AUA],Toronto Pearson Airport (YYZ),WG 707,16:25,21:12
1289,New York [JFK],Toronto Pearson Airport (YYZ),B6 4866,20:13,
1290,New York [JFK],Toronto Pearson Airport (YYZ),BA 1740,20:13,
1291,New York [JFK],Toronto Pearson Airport (YYZ),IB 4307,19:50,
1292,New York [JFK],Toronto Pearson Airport (YYZ),QF 3113,19:50,
1293,New York [JFK],Toronto Pearson Airport (YYZ),QR 9502,19:50,
1294,"Halifax, NS [YHZ]",Toronto Pearson Airport (YYZ),AC 619,21:06,
1295,"Halifax, NS [YHZ]",Toronto Pearson Airport (YYZ),CX 1603,20:10,
1296,Teterboro [TEB],Toronto Pearson Airport (YYZ),N5 25QS,20:15,21:39
1297,Los Angeles [VNY],Toronto Pearson Airport (YYZ),HR T114,14:00,21:39
1298,Atlanta [ATL],Toronto Pearson Airport (YYZ),AC 8956,19:51,
1299,"Calgary, AB [YYC]",Toronto Pearson Airport (YYZ),F8 622,15:50,Delay
1300,Atlanta [ATL],Toronto Pearson Airport (YYZ),QK 956,19:50,21:40
1301,Morristown [MMU],Toronto Pearson Airport (YYZ),AS P814,21:10,21:40
1302,Atlanta [ATL],Toronto Pearson Airport (YYZ),UA 8111,19:30,
1303,Fort Lauderdale [FLL],Toronto Pearson Airport (YYZ),NO J21,19:00,21:41
